KDSA Quadrant	OCR: Kontrolle	OCR: KDSA Name
087/121	087/121	Oberhaid
087/123	087/123	Oppolz
087/125	ox7/123	Buchers
087/127	087/127	Wurmbrand
087/129	087/129	Groß Haslau
087/133	087/133	Franzen
087/135	087/135	Horn
087/137	087/137	Kühnring
087/139	087/139	Grafenberg
087/141	087/141	Roggendorf
087/143	087/143	Nappersdorf
087/145	087/145	Ehrnsdorf
087/147	087/147	Siebenhirten
087/149	087/149	Bullendorf
087/151	087/151	Hohenau
088/035	088/035	Urmatt
088/037	088/037	Dinsheim
088/039	088/039	Altdorf
088/041	088/041	Ostwald / Straßburg
088/043	088/043	Kittersburg
088/045	088/045	Haslach
088/047	088/047	Schönmünz
088/049	088/049	Mitteltal
088/051	088/051	Haiterbach
088/053	088/053	Öschelbronn
088/055	088/055	Altingen
088/057	088/057	Hagelloch
088/059	088/059	Bempflingen
088/061	088/061	Erkenbrechtsweiler
088/063	088/063	Schopfloch
088/065	088/065	Gosbach
088/067	088/067	Amstellen
088/069	088/069	Öllingen
088/071	088/071	Rammingen
088/073	088/073	AISlingen
088/075	088/075	Binswangen
088/077	088/077	Gottmannshofen
088/079	088/079	Herbertshofen
088/081	088/081	Gundelsdorf
088/083	088/083	Unterbernbach
088/085	088/085	Ehrenberg
088/087	088/087	Fornhach
088/089	Uss/uxy	Osterwall
088/091	088/091	Attenhause
088/093	088/093	Pfettrach
088/095	088/095	Dietelskirchen
088/097	088/097	Kirchberg
088/099	088/099	Altenkirchen
088/101	088/101	Simbach
088/103	088/103	Mariakirchen
088/105	088/105	Haarbach
088/107	088/107	Rainding
088/109	088/109	Passau
088/113	088/113	Oberkappel
088/115	088/115	Sarleinsbach
088/117	088/117	Kasten
088/121	088/121	Zulissen
088/123	088/123	Freistadt
088/127	088/127	Langschlägerwald
088/129	088/129	Roiten
088/131	088/131	Ober Nondorf
088/137	088/137	Hohenwarth
088/139	088/139	Kiblitz
088/141	088/141	Ob-Thern
088/143	088/143	Weyerburg
088/145	088/145	Ladendorf
088/147	088/147	Lanzendorf
088/149	088/149	Blumenthal
089/035	089/035	Grendelbruch
089/037	089/037	Bernhardsweiler
089/039	089/039	Meistratzheim
089/041	089/041	Fegersheim
089/043	089/043	Hohnhurst
089/045	089/045	Fabrik-Nordrach
089/047	089/047	Kniebis/Freudenstadt
089/049	089/049	Freudenstadi
089/051	089/051	Grünmettstetten
089/053	089/053	Mühlen
089/055	089/055	Bühl
089/057	089/057	Gönningen
089/059	089/059	Ohnastellen
089/061	089/061	Gächingen
089/063	089/063	Ennabeuren
089/065	0xy/065	Bühlenhausen
089/067	089/067	Dornstadt
089/069	089/069	Langenau
089/071	089/071	Riedheim
089/073	089/073	Remshart
089/075	089/075	Ellerbach
089/077	089/077	Adelsried
089/079	089/079	Langweid
089/081	089/081	Obergriesbach
089/083	089/083	Klenau
089/085	089/085	Kemmoden
089/087	089/087	Oberallershausen
089/089	089/089	Wolfersdorf
089/091	089/091	Rast / Langenbach
089/093	089/093	Ast
089/095	089/095	Geisenhausen
089/097	089/097	Gaindorf
089/099	089/099	Gangkofen
089/101	089/101	Niedernkirchen
089/103	089/103	Dietersburg
089/105	089/105	Weng
089/107	089/107	Karpfham
089/109	089/109	Schärding
089/111	089/111	Kopfing
089/113		
089/115	089/115	Kirchberg
089/117	089/117	Neusserling
089/119	089/119	Hellmarsödt
089/121	089/121	Reichenau
089/123	089/123	Kefermarkt
089/125	089/125	Hackstock
089/127	089/127	Alt-Melon
089/129	089/129	Pehendorf
089/131	089/131	Lugendorf
089/133	089/133	Obermeisling
089/135	089/135	Rehberg / Krems
089/137	089/137	Brunn / im Felde
089/139	089/139	Ottenthal
089/141	089/141	Oberhautzental
089/143	089/143	Höbersdorf
089/145	089/145	Naglern
089/147	089/147	Neubau
089/149	089/149	Spannberg
090/035	090/035	Weiler
090/037	090/037	Bernhardsweiler
090/039	090/039	Benfeld
090/041	090/041	Gerstheim
090/043	090/043	Berghaupten
090/045	090/045	Gengenbach
090/047	090/047	Seebach
090/049	090/049	Gundelshausen
090/051	090/051	Leinstetten
090/053	090/053	Bittelbronn
090/055	090/055	Stetten / Hechingen
090/057	090/057	Belsen
090/059	090/059	Honau
090/061	090/061	Steingebronn
090/063	090/063	Mehrstetten
090/065	090/065	Schmiechen
090/067	090/067	Ulm
090/069	090/069	Finningen
090/071	090/071	Waldstetten
090/073	090/073	Jettingen
090/075	090/075	Ettelried
090/077	090/077	Rommelsried
090/079	090/079	Augsburg
090/081	090/081	Dasing
090/083	090/0x3	Altomünster
090/085	090/085	Weichs
090/087	090/087	Hohenbercha
090/089	090/089	Marzling
090/091	090/091	Wartenberg
090/093	090/093	Taufkirchen
090/095	090/095	Gebensbach
090/097	090/097	Bonbruck
090/099	090/099	Hörbering
090/101	000/101	udsessen
090/103	090/103	Eiberg
090/105	090/105	Bayerbach
090/107	090/107	Weihmörting
090/109	090/109	Eggerding
090/111	090/111	Sigharting
090/113	090/113	Peuerbach
090/115	090/115	Hilkering
090/119	090/119	Eidenberg
090/121	090/121	Gallneukirchen
090/123	090/123	Reichenstein
090/125	090/125	Mönchdorf
090/127	090/127	St. Georgen / Walde
090/129	090/129	Bärnkopf
090/131	090/131	Elsenreith
090/133	090/133	Niederanna
090/135	090/135	Brunnkirchen
090/137	090/137	Wagram / o. d. Traisen
090/139	090/139	Altenwörth
090/141	090/141	Hausleithen
090/143	090/143	Spillern
090/145	090/145	Korneuburg
090/147	090/147	BockflieB
090/149	090/149	Schönkirchen
090/151	090/151	Stillfried
091/035	091/035	Wanzel
091/037	091/037	Gereuth
091/039	091/039	Sundhausen
091/041	091/041	Rheinau
091/043	091/043	Langenhardt
091/045	091/045	Hostetten
091/047	091/047	Wolfach
091/049	091/049	Schenkenzell
091/051	001/0<1	Vershausen
091/053	091/053	Isingen
091/055	091/055	Balingen
091/057	091/057	Gauselfingen
091/059	091/059	Steinhilben
091/061	091/061	Tigerfeld
091/063	091/063	Lauterach
091/065	001/065	Rißtissen
091/067	091/067	Erbach
091/069	091/069	Steinberg
091/071	091/071	Gannertshofen
091/073	091/073	Burg
091/075	091/075	Oberschöneberg
091/077	091/077	Döpshofen
091/079	091/079	Bobingen
091/081	091/081	Baindikirch
091/083	091/083	Einsbach
091/085	091/085	Róhrmoos
091/087	091/087	Garching
091/091	091/091	Langengeisling
091/093	001/003	Hofkirchen
091/095	091/095	Grüntegernbach
091/097	091/097	Ampfing
091/099	091/099	Erharting
091/101	001/101	Perach
091/103	001/103	Marktl
091/105	091/105	Braunau/Inn
091/107	091/107	Obernberg/Inn
091/109	091/109	Mörschwang
091/111	091/111	Zell / Pram
091/113	091/433	Altschwendi
091/115	091/115	St. Thomas
091/117	091/117	Alkoven
091/119	091/119	Linz
091/121	091/121	Steyregg
091/125	091/125	Pabneukirchen
091/129	091/129	Laimbach
091/131	091/131	Weiten
091/133	091/133	Geyersberg
091/135	091/135	Karlstelten
091/137	091/137	Weißenkirchen
091/139	091/139	Würmla
091/141	091/141	judenau
091/143	091/143	Klosterneuburg/Wien
091/145	091/145	Bisamberg
091/147	091/147	Disch.-Wagram
091/149	001/140	Intersiebenbrunn
091/151	091/151	Marchegg
091/155	091/155	Limbach
092/033	092/033	Eckkirch
092/035	092/035	Altweier
092/037		
092/039		
092/041		
092/043		
092/045		
092/047		
092/049		
092/051		
092/053		
092/055		
092/057		
092/059		
092/061		
092/063		
092/065		
092/067		
092/069		
092/071		
092/073		
092/075		
092/077		
092/079		
092/081		
092/083		
092/085		
092/087		
092/089		
092/091		
092/093	092/093	St. Wolfgang
092/095	092/095	Oberornau
092/097	092/097	Pürten
092/099	092/099	Mörmoosen
092/101	092/101	Kastl
092/103	092/103	Haiming
092/105	092/105	Ranshofen
092/107	092/107	Aspach
092/109	092/109	Tumeltsham
092/111	092/111	Pram
092/113	092/113	Grieskirchen
092/115	092/115	Pichl
092/117	002/117	Jebenstein
092/119	002/119	Hörsching
092/121	092/121	Enns
092/123	092/123	Naarn
092/125	092/125	Arbing
092/127	092/127	Grein
092/129	092/129	Ybbs
092/131	092/131	Arstetten
092/133	092/133	Hafnerbach
092/135	092/135	St. Pölten
092/137	092/137	Kirchstetten
092/139	092/139	Neulengbach
092/141	092/141	Rekawinkel
092/143	092/143	Purkersdorf
092/145	092/145	Wien IV
092/147	092/147	Mühlleiten
092/149	092/149	Leopoldsdorf
092/151	092/151	Theben
093/035	093/035	Bennweier
093/037	093/037	Jebsheim
093/039	093/039	Balzenheim
093/041	002/041	Amoltern
093/043	093/043	Gutach
093/045	093/045	Oberwinden
093/047	093/047	Triberg
093/049	093/049	Mönchweiler
093/051	093/051	Dauchingen
093/053	093/053	Bubsheim
093/055	093/055	Heinstetten
093/057	002/0<7	Oherschmeien
093/059	093/059	Sigmaringen
093/061	093/061	Grüningen
093/063	093/063	Seekirch
093/065	093/065	Biberach
093/067	093/067	Hürbel
093/069	093/069	Erolzheim
093/071		
093/073	093/073	Breitenbrunn
093/075	093/075	Eppishausen
093/077	093/077	Groß Kitzighofen
093/079	093/079	Walleshausen
093/081	093/081	Eresing
093/083	093/083	Gilching
093/085	093/085	Forstenried
093/087	093/087	München
093/089	093/089	Trudering
093/091	093/091	Hohenlinden
093/093	093/093	Rechtmehring
093/095	093/095	St. Leonhard
093/097	093/097	Grünthal
093/099	093/099	Engelsberg
093/101	093/101	Halsbach
093/103	093/103	Hochburg
093/105	093/105	Schalchen
093/109	093/109	Arnberg
093/111	002/111	Outnang
093/113	093/113	Atzbach
093/115	093/115	Lambach
093/117	093/117	Wels
093/119	093/119	Kematen
093/121	093/121	Hargelsberg
093/123	093/123	Strengberg
093/125	093/125	Stefanshart
093/127	093/127	Euratsfeld
093/129	093/129	Petzenkirchen
093/131	093/131	Ruprechtshofen
093/133	093/133	Kilb
093/137	093/137	Wald
093/139	093/139	Laaben
093/143	093/143	Perchtoldsdorf
093/145	093/145	Rannersdorf
093/147	093/147	Enzersdorf
093/149	093/149	Regelsbrunn
093/151	093/151	Hainburg
093/153	093/153	PreBburg-Blumental
093/155	093/155	Oberufer / Preßburg
094/033	094/033	Breitenbach
094/035	094/035	Günsbach
094/037	094/037	Colmar
094/039	094/039	Biesheim
094/041	094/041	Opfingen
094/043	094/043	Buchholz
094/045	094/045	Wildgutach
094/047	094/047	Linach
094/049	094/049	Villingen
094/051	094/051	Dürrheim
094/053	094/053	Seitingen
094/055	094/055	Sielten
094/057	094/057	Gutenstein
094/059	004/059	Ennetach
094/061	094/061	Beuren
094/063	094/063	Kappel
094/065	094/065	Schweinhausen
094/067	004/067	Rineschnait
094/069	094/069	Edenbachen
094/071	094/071	Niederrieden
094/073	094/073	Arlesried
094/075	094/075	Irsingen
094/077	094/077	Oberigling
094/079	094/079	Landsberg / Lech
094/081	094/081	Inning
094/083	094/083	WeBling
094/085	094/085	Leutstetten
094/087	094/087	Taufkirchen
094/089	094/089	Putzbrunn
094/091	094/091	Moosach
094/093	094/093	Rettenbach
094/095	094/095	Wasserburg
094/097	094/097	Schnaitsee
094/099	094/099	Trostberg
094/101	no4/101	Tittmoning
094/103	094/103	Holzhausen
094/105	094/105	Kirchberg
094/107	094/107	Lochen
094/109	094/109	Frankenburg
094/111	094/111	Vöcklabruck
094/113	094/113	Bach
094/115	094/115	Steinerkirchen
094/117	094/117	Kremsmünster
094/119	094/119	Aschach
094/121	094/121	Stevr
094/123	094/123	Weistrach
094/125	094/125	Krenstetten
094/127	094/127	Neuhofen
094/129	094/129	Rogatsboden
094/131	094/131	St. Georgen
094/133	094/133	Rabenstein
094/135	094/135	Schrambach
094/137	094/137	Rohrbach
094/139	094/139	St. Corona
094/141	094/141	Alland
094/143	094/143	Baden
094/145	094/145	Münchendorf
094/147	094/147	Gallbrunn
094/149	094/149	Stixneusiedel
094/151	094/151	Neuhof
094/153	094/153	Pama
095/031	095/031	Wildenstein
095/033	095/033	Mitlach
095/035	095/035	Sulzmatt
095/037	095/037	Niederenzen
095/039	095/039	Heiteren
095/041	095/041	Schlatt
095/043	095/043	Freiburg
095/045	095/045	Eckbach
095/047	095/047	Waldan
095/049	095/049	Wolterdingen
095/051	095/051	Biesingen
095/053	095/053	Esslingen
095/055	095/055	Emmingen
095/057	095/057	Krumbach
095/059	095/059	Kalkreute
095/061	095/061	Einhard
095/063	095/063	Aulendorf
095/065	095/065	Winterstettendorf
095/067	095/067	Unter-Schwarzach
095/069	095/069	Aitrach
095/071	095/071	Memmingen
095/073	095/073	Frechenrieden
095/075	095/075	Becksletten
095/077	095/077	Weicht
095/079	095/079	Mundraching
095/081	095/081	Dettenschwang
095/083	095/083	Starnberg
095/085	095/085	Neufahrn
095/087	095/087	Egling
095/089	095/089	Kleinhelfendorf
095/091	095/091	Großhöhenrain
095/093	095/093	ABling
095/095	095/095	Söchtenau
095/097	095/097	Seeon
095/099	095/099	St. Georgen
095/101	095/101	Otting
095/103	095/103	Oberndorf
095/105	095/105	Berndorf
095/107	095/107	Sieghartstein
095/109	095/109	Pöndorf
095/111	095/111	Gampern
095/113	095/113	Laakirchen
095/115	095/115	Gschwand
095/117	095/117	Inzersdorf
095/119	095/119	Grünburg
095/121	095/121	Lausa
095/123	095/123	Pechgraben
095/125	095/125	Waidhofen
095/129	095/129	Gaming
095/131	095/131	St. Anton
095/133	095/133	Türnitz
095/139	095/139	Thal
095/141	095/141	Berndorf
095/143	095/143	Teesdorf
095/145	095/145	Leitha-Brodersdorf
095/147	095/147	Mannersdorf
095/149	095/149	Jois
095/151	095/151	Weiden am See
095/153	095/153	Zurndorf
095/155	095/155	Rajka (Ragendorf]
096/031	096/031	Urbis
096/033	096/033	Ranspach
096/035	096/035	Bergholz
096/037	096/037	Ensisheim
096/039	096/039	Rumersheim
096/041	096/041	Ehrenstetten
096/043	096/043	Obermünstertal
096/045	096/045	Raitenbuch
096/047	096/047	Kappel
096/049	096/049	Boll
096/051	096/051	Riedböhringen
096/053	096/053	Engen
096/055	096/055	Rorgenwies
096/057	096/057	Stockach
096/059	096/059	Linz
096/061	096/061	Zussdorf
096/063	096/063	Zogenweiler
096/065	096/065	Gaisbeuren
096/067	096/067	Diepoldshofen
096/069	096/069	Lautrach
096/071	196/071	luelsburg
096/075	096/075	Apfeltrang
096/077	096/077	Schwabsoien
096/079	096/079	Schwabniederhofen
096/081	096/081	Weilheim
096/083	096/083	Haunshofen
096/085	096/085	Degerndorf
096/087	096/087	Linden
096/089	096/089	Föching
096/091	096/091	Willing
096/093	096/093	Zaisering
096/095	096/095	Prutting
096/097	096/097	Prien
096/099	096/099	Erlstätt
096/101	096/101	Petting
096/103	096/103	Surheim
096/105	096/105	Seekirchen
096/107	096/107	Neuhofen
096/109	096/109	Mondsee
096/111	096/111	Weyregg
096/113	096/113	Eck
096/115	096/115	St. Konrad
096/117	096/117	Kirchdorf
096/119	096/119	Innerbreitenau
096/121	096/121	Reichraming
096/123	096/123	Weyer
096/125	096/125	Gaflenz
096/129	096/129	Bodingbach
096/131	096/131	Trübenbach
096/135	096/135	St. Aegyd
096/137	096/137	Rohr / im Gebirge
096/139	096/139	Neusiedl
096/141	096/141	Piesting
096/143	096/143	Lichtenwörth
096/145	096/145	Müllendorf
096/147	096/147	Donnerskirchen
096/151	096/151	Podersdorf
096/153	096/153	Sommerein (Sirasz]
096/155	096/155	Wieselburg
097/031	097/031	Rimbach
097/033	097/033	Aue
097/035	097/035	Uffholz
097/037	097/037	Illzach
097/039	097/039	Hügelheim
097/041	097/041	Schweighof
097/043	097/043	Schönenberg
097/045	097/045	Hintertodtmoos
097/047	097/047	Kasslet-Mettenberg
097/049	097/049	Lembach
097/051	097/051	Uttenhofen
097/053	097/053	Schlatt / Randen
097/055	097/055	Wiechs
097/057	097/057	Liggeringen
097/059	097/059	Hohenbodman
097/061	097/061	Oberhomberg
097/063	097/063	Wilhelmskirch
097/065	097/065	Schlier
097/067	097/067	Tautenhofen
097/069	097/069	St. Leonhard
097/071	097/071	Leubas
097/073	097/073	Sellthürn
097/075	097/075	Oberdorf
097/077	097/077	Sachsenried
097/079	097/079	Peiting
097/081	097/081	Hohenpeißenberg
097/083	097/083	Eberfing
097/085	097/085	Penzberg
097/087	097/087	Bad Tölz
097/089	097/089	Oberwarngau
097/091	007/091	Frauenried
097/093	097/093	Pang
097/095	097/095	Hähenmoos
097/097		
097/099	097/099	Ruhpolding
097/103	097/103	Siezenheim
097/105	097/105	Salzburg
097/107	097/107	Ebenau
097/109	097/109	St. Gilgen
097/113	097/113	Ebensee
097/125	097/125	Hollenstein
097/131	097/131	Neuhaus
097/133	097/133	Walster
097/139	097/139	Puchberg
097/141	097/141	Würflach
097/143	097/143	Bad Fischau
097/145	097/145	Pöttsching
097/149	097/149	Rust am See
097/153	097/153	Albrechtsfeld-Andau
098/033	008/033	Brückensweiler
098/035	098/035	Enschingen
098/037	098/037	Rixheim
098/039	098/039	Kleinlandau
098/041	098/041	Tegernau
098/043	098/043	Pfaffenberg
098/045	098/045	Hierbach
098/047	098/047	Brenden
098/049	098/049	Untermettingen
098/051	098/051	Schaffhausen
098/053	098/053	Büsingen
098/055	098/055	Radolfzell
098/057	098/057	Markelfingen
098/059	008/059	Allmannsdort
098/061	098/061	Kluftern
098/063	098/063	Taldorf
098/065	098/065	Bodnegg
098/067	098/067	Christazhofen
098/069	098/069	Rohrdorf
098/071	098/071	Rechtis
098/073	008/073	Betzigau
098/075	098/075	Lengenwang
098/077	098/077	Statten
098/079	098/079	Schönberg
098/081	098/081	Schöffau
098/083	008/083	Seehausen
098/085	098/085	Bichl
098/087	098/087	Gaißach
098/089	098/089	Tegernsee
098/091	098/091	Schliersee
098/093	098/093	Brannenburg
098/095	098/095	Erlerberg
098/097	098/097	Unterwössen
098/103	098/103	Karlstein
098/105	098/105	Oberalm
098/107	098/107	Krispl
098/109	098/109	St. Wolfgang
098/111	098/111	Rußbach
098/119	098/119	Windischgarsten
098/123	098/123	St. Gallen
098/125	098/125	Gams
098/127	098/127	Wildalpe
098/135	098/135	Altenberg
098/137	098/137	Prein
098/139	098/139	Payerbach
098/141	098/141	Neunkirchen
098/143	098/143	Neustift
098/145	098/145	Mattersburg
098/147	098/147	Baumgarten
098/149	098/149	Apetlon
098/151	098/151	Wallern
099/033	099/033	Dammerkirch
099/035	099/035	Obermorschweiler
099/037	099/037	Niederranspach
099/039	099/039	St. Ludwig
099/041	099/041	Höllstein
099/043	099/043	Hütten
099/045	099/045	Oberalpfen
099/047	099/047	Dogern
099/049	099/049	Horheim
099/051	099/051	Jestetten
099/053	099/053	Ober Stammheim
099/055	099/055	Stein / Rhein
099/057	099/057	Engelswilen
099/059	099/059	Konstanz
099/063	099/063	Eriskirch
099/065	099/065	Siberatsweiler
099/067	099/067	Schönau
099/069	099/069	Weitnau
099/071	099/071	Rottach
099/073	099/073	Wertach
099/075	099/075	Hopferau
099/077	099/077	Roßhaupten
099/081	099/081	Oberammergau
099/083	099/083	Ohlstadt
099/085	099/085	Jachenau
099/089	099/089	Kreuth
099/093	099/093	Landl
099/095	099/095	Kufstein
099/099	099/099	Waidring
099/101	099/101	Lofer
099/103	099/103	Bischofswiesen
099/105	099/105	Au
099/107	099/107	St. Kolomann
099/109	099/109	Rigaus-Altenau
099/111	099/111	St. Agatha
099/113	099/113	Bad Aussee
099/121	099/121	Hall
099/123	099/123	Weng
099/125	099/125	Lainbach-Mooslandl
099/131	099/131	Gollrad
099/137	099/137	Breitenstein
099/139	099/139	Otterthal
099/141	090/141	Feistritz/Wechsel
099/143	099/143	Ober Schlatten
099/145	099/145	Kalkgruben
099/147	099/147	Haschendorf
100/033	100/033	Strüth
100/035	100/035	Rüderbach
100/037	100/027	Ruchsweiler
100/039	100/039	Basel
100/041	100/041	Herthen
100/043	100/043	Wallbach
100/045	100/045	Schwaderloch
100/049	100/049	Rümikon
100/051	100/051	Rüdlingen
100/053	100/053	Humlikon
100/055	100/055	Lomnis
100/057	100/057	Weerswilen
100/059	100/059	Oberaach
100/061	100/061	Egnach
100/065	100/065	Lindau
100/067	100/067	Moos
100/069	100/069	Ratholz
100/071	100/071	Tiefenbach
100/073	100/073	Oberdorf
100/075	100/075	Grän
100/077	100/077	Pinswang
100/081	100/081	Oberau
100/083	100/083	Wallgau
100/089	100/089	Achenwald
100/093	100/093	Härino
100/095	100/095	Ellmau
100/097	100/097	Jodler
100/099	100/099	St. Jakob
100/101	100/101	St. Martin
100/109	100/109	Geschwandt
100/111	100/111	Hallstadt
100/113	100/113	Obertraun
100/115	100/115	Knoppen-Karitz
100/117	100/117	Tauplitz
100/119	100/119	Döllach
100/121	100/121	Rottenmann
100/125	100/125	Hinter-Radmer
100/127	100/127	Eisenerz
100/129	100/129	Grassnitz
100/133	100/133	Kindberg
100/135	100/135	Krieglach
100/141	100/141	Ober Aspang
100/143	100/143	Lembach
100/145	100/145	Karl
101/035	101/035	Winkel
101/037	101/037	Metzerlen
101/039	101/039	Dornach
101/041	101/041	Ziefen
101/043	101/043	Anwil
101/045	101/045	Ursprung
101/047	101/047	Birmensdorf
101/049	101/049	Ober Ehrendingen
101/051	101/051	Opfikon
101/053	101/053	Winterthur
101/055	101/055	Eschlikon
101/057	101/057	Wil
101/059	101/059	Kenzenau
101/061	101/061	Eggersriet
101/063	101/063	Lustenau
101/065	101/065	Wolfurt
101/067	101/067	Oberlangenegg
101/071	101/071	Obermaiselstein
101/075	101/075	Tannheim
101/077	101/077	Wängle
101/079	101/079	Lähn
101/081	101/081	Partenkirchen
101/091	101/081	reiten
101/093	101/093	Niederau
101/095	101/095	Westendorf
101/097	101/097	Kitzbühel
101/099	101/099	Hütte
101/101	101/101	Lenzing
101/103	101/103	Saalfelden
101/107	101/107	Werfen
101/109	101/109	Gasthof
101/113	101/113	Aich
101/115	101/115	Gröbming
101/121	101/121	Trieben
101/125	101/125	Kallwang
101/129	101/129	Trofaiach
101/131	101/131	Kapfenberg
101/133	101/133	Frauenberg
101/137	101/137	St. Jakob
101/139	101/139	Bremenn
101/141	101/141	Dechantskirchen
101/143	101/143	Maltern
101/145	101/145	Bubendorf
101/147	101/147	Mannersdorf
102/037	102/037	Bärschwil
102/039	102/039	Breitenbach
102/041	102/041	Langenbruck
102/043	102/043	Rickenbach
102/045	102/045	Aarau
102/047	102/047	Egliswyl
102/049	102/049	Bellikon
102/051	102/051	Zürich
102/053	102/053	Rumlikon
102/055	102/055	Lipperschwendi
102/057	102/057	Oberrindal
102/059	102/059	Dicken
102/061	102/061	Teufen
102/063	102/063	Lüchingen
102/065	102/065	Hohenems
102/067	102/067	Bersbach/Andelsbuch
102/069	102/069	Wald
102/071	102/071	Birgsau
102/073	102/073	Hinterhornbach
102/075	102/075	Namlos
102/077	102/077	Berwang
102/079	102/079	Lermoos
102/081	102/081	Oberleutasch
102/083	102/083	Scharnitz
102/089	102/089	Gallzein
102/091	102/091	Alpbach
102/093	102/093	Kelchsau
102/095		
102/097		
102/099		
102/103		
102/107		
102/109		
102/113		
102/115		
102/127		
102/129		
102/131		
102/135		
102/137		
102/139		
102/141		
102/143		
102/145		
103/039		
103/041		
103/043		
103/045	103/045	Holziken
103/047	103/047	Boniswyl
103/049	103/049	Arni
103/051	103/051	Langnau
103/053	103/053	Riedikon
103/055	103/055	Riedt
103/057	103/057	Krinau
103/059	103/059	St. Peterzell Dorf
103/063	103/063	Lienz
103/065	103/065	Übersaxen
103/067	103/067	Au
103/069	103/069	Schoppernan
103/071	103/071	Warth
103/073	103/073	Holzgau
103/075	103/075	Boden
103/077	103/077	Ober Tarrenz
103/079	103/079	Unter-Mieming
103/081	103/081	Telfs
103/083	103/083	Kematen
103/085	103/085	Innsbruck
103/087	103/087	Rinn
103/089	103/089	Pankrazberg
103/091	103/091	Gattererberg
103/097	103/097	Mittersill
103/099	103/099	Niedernsill
103/101	103/101	Zell/See
103/105	103/105	Schwarzach
103/107	103/107	Au
103/111	103/111	Untertauern
103/121	103/121	Möderbrugg
103/125	103/125	Gaal
103/127	103/127	St. Lorenzen
103/131	103/131	Frohnleiten
103/133	103/133	Tyrnau
103/135	103/135	St. Kathrein
103/137	103/137	Koglhof
103/139	103/139	Staudach
103/141	103/141	Wolfau
103/143	103/143	Eisenzicken
103/145	103/145	Althodis
104/033	104/033	Tramelan
104/035	104/035	Pieterlen
104/037	104/037	Grenchen
104/039	104/039	Solothurn
104/041	104/041	Walliswil-Bip
104/043	104/043	Eppenwil / Groß Dietwil
104/045	104/045	Wilihof
104/047	104/047	Menzikon
104/049	104/049	Sins
104/051	104/051	Menzingen
104/053	104/053	Altendorf
104/055	104/055	St. Gallenkappel
104/057	104/057	Krummenau
104/059	104/059	NeBlau
104/061	104/061	Frimsen
104/063	104/063	-rastanz
104/065	104/065	Nenzing
104/067	104/067	Buchboden
104/071	104/071	Hägerau
104/075	104/075	Rifenal
104/077	104/077	Karres
104/079	104/079	Otz
104/081	104/081	St. Sigmund
104/083	104/083	OberperfuB
104/085	104/085	Mutters
104/091	104/091	Ramsau
104/095	104/095	Krimml
104/101	104/101	Fusch
104/103	104/103	Wörth
104/107	104/107	Groß Arl
104/111	104/111	Tweng
104/113	104/113	Göriach
104/119	104/119	Pöllau
104/121	104/121	Schönberg
104/123	104/123	Pôls
104/125	104/125	Großlobming
104/127	104/127	St. Margareten
104/131	104/131	Geisttal
104/133	104/133	AugraDen
104/135	104/135	Gschwendt
104/137	104/137	St. Johann
104/139	104/139	Ebersdorf
104/141	104/141	Kemelen
104/143	104/143	Olbendorf
104/145	104/145	Disch.-Schützen
105/031	105/031	La Chaux d'Abel
105/033	105/033	Ligerz
105/035	105/035	Biel
105/037	105/037	Brügglen
105/039	105/039	Zielebach
105/041	105/041	Grasswil
105/043	105/043	Uffhusen
105/045	105/045	Grosswangen
105/047	105/047	Neuenkirch
105/049	105/049	Meierskappel
105/051	105/051	Zug
105/053	105/053	Rothenturm
105/055	105/055	Vorderthal
105/057	105/057	Näfels
105/059	105/059	Unterterzen
105/061	105/061	Rans
105/063	105/063	Vaduz
105/065	105/065	Bürs
105/067	105/067	Lorüns
105/069	105/069	Stuben
105/071	105/071	St. Jakob / Arlberg
105/073	105/073	Schnann
105/075	105/075	Perfuchsberg
105/077	105/077	Puschlin
105/079	105/079	Köfels / Umhausen
105/081	105/081	Praxmar
105/085	105/085	Fulpmes
105/087	105/087	Navis
105/089	105/089	Finkenberg
105/103	105/103	Bucheben
105/105	105/105	Böckstein
105/111	105/111	Oberweissburg
105/113	105/113	Tamsweg
105/115	105/115	Einach
105/117	105/117	Rinegg
105/119	105/119	Frojach
105/121	105/121	Greith
105/125	105/125	Deixelberg
105/127	105/127	Salla / Köflach
105/131	105/131	Södingberg
105/133	105/133	St. Veit / Graz
105/135	105/135	Kumberg
105/137	105/137	Prebuch
105/141	105/141	Rohrbrunn
105/143	105/143	Bocksdorf
105/145	105/145	Disch-Ehrendorf
106/033	106/033	Gampelen
106/035	106/035	Werdthof
106/037	106/037	Schüpfen
106/039	106/039	Kernenried
106/041	106/041	Rotenbaum/Heimiswil
106/043	106/043	Menzberg
106/045	106/045	Ebnet
106/047	106/047	Luzern
106/049	106/049	Meggen
106/051	106/051	Steinen
106/053	106/053	Unteriberg
106/057	106/057	Schwandi
106/061	106/061	Sargans
106/063	106/063	Jenins
106/067	106/067	Tschagguns
106/071	106/071	Ischgl
106/073	106/073	Sinsen
106/075	106/075	Prutz
106/077	106/077	Fendels
106/079	106/079	Bruggen
106/081	106/081	Gries / im ötztal
106/085	106/085	Gries / Brenner
106/087	106/087	Innervals
106/093	106/093	Prettau
106/097	106/097	Virgen
106/099	106/099	Seinitzen
106/103	106/103	Heiligenblut
106/111	106/111	St. Georgen / ob Rennweg
106/115	106/115	Ramingstein
106/121	106/121	St. Veit / i. d. Gegend
106/123	106/123	Noreia
